# 10 20
2.641461e+01 1.712188e+01 2.198205e+01 2.763549e+01 2.753425e+01 3.878381e+01 3.031522e+01 1.735938e+01 2.478555e+01 2.545436e+01 2.266998e+01 2.382258e+01 2.413519e+01 1.754119e+01 9.520074e+00 1.987782e+01 2.542401e+01 2.957348e+01 2.476154e+01 2.786100e+01
2.645526e+01 1.718378e+01 2.194700e+01 2.759118e+01 2.749124e+01 3.901303e+01 3.027003e+01 1.717020e+01 2.460434e+01 2.488103e+01 2.272214e+01 2.385276e+01 2.416242e+01 1.754672e+01 9.518466e+00 1.987354e+01 2.567097e+01 2.951942e+01 2.480918e+01 2.787767e+01
2.643870e+01 1.728055e+01 2.185376e+01 2.769170e+01 2.727915e+01 3.884003e+01 3.040941e+01 1.742640e+01 2.452086e+01 2.501991e+01 2.258496e+01 2.376708e+01 2.410022e+01 1.754971e+01 9.518204e+00 1.987657e+01 2.547860e+01 2.920376e+01 2.476302e+01 2.798892e+01
2.636910e+01 1.709256e+01 2.180576e+01 2.785194e+01 2.730412e+01 3.852745e+01 3.019026e+01 1.741808e+01 2.461906e+01 2.532360e+01 2.279495e+01 2.387052e+01 2.425307e+01 1.754615e+01 9.519430e+00 1.987490e+01 2.547833e+01 2.920318e+01 2.470181e+01 2.783948e+01
2.656044e+01 1.702329e+01 2.193303e+01 2.776282e+01 2.747296e+01 3.880489e+01 3.027013e+01 1.736008e+01 2.462335e+01 2.511133e+01 2.266995e+01 2.356363e+01 2.421001e+01 1.754634e+01 9.518698e+00 1.987589e+01 2.523227e+01 2.933094e+01 2.457871e+01 2.823458e+01
2.645905e+01 1.714881e+01 2.206011e+01 2.774053e+01 2.732542e+01 3.893449e+01 3.021516e+01 1.747325e+01 2.459917e+01 2.539787e+01 2.258812e+01 2.376914e+01 2.401484e+01 1.754309e+01 9.517249e+00 1.986727e+01 2.556482e+01 2.945515e+01 2.462101e+01 2.793840e+01
2.642491e+01 1.724146e+01 2.166830e+01 2.783310e+01 2.687522e+01 3.837149e+01 3.041739e+01 1.742677e+01 2.467988e+01 2.509244e+01 2.287786e+01 2.373810e+01 2.421194e+01 1.754590e+01 9.519380e+00 1.987843e+01 2.532788e+01 2.922642e+01 2.462304e+01 2.772740e+01
2.626799e+01 1.723219e+01 2.186723e+01 2.768792e+01 2.731887e+01 3.892096e+01 3.029357e+01 1.733421e+01 2.466159e+01 2.549941e+01 2.254690e+01 2.394148e+01 2.424770e+01 1.754320e+01 9.518246e+00 1.986642e+01 2.551700e+01 2.929990e+01 2.450133e+01 2.764924e+01
2.639106e+01 1.735407e+01 2.182228e+01 2.726529e+01 2.739847e+01 3.883118e+01 3.050312e+01 1.743770e+01 2.456405e+01 2.471802e+01 2.259541e+01 2.369217e+01 2.410236e+01 1.754733e+01 9.517101e+00 1.987128e+01 2.538339e+01 2.929932e+01 2.473032e+01 2.813606e+01
2.631463e+01 1.727507e+01 2.174585e+01 2.780429e+01 2.738589e+01 3.888037e+01 3.019929e+01 1.695570e+01 2.457942e+01 2.556168e+01 2.258599e+01 2.356972e+01 2.416785e+01 1.754705e+01 9.518475e+00 1.987819e+01 2.515376e+01 2.914746e+01 2.464349e+01 2.795110e+01
