# 10 20
2.637546e+01 1.710400e+01 2.199534e+01 2.762081e+01 2.732324e+01 3.879314e+01 3.012108e+01 1.737955e+01 2.453052e+01 2.520829e+01 2.265481e+01 2.368987e+01 2.411064e+01 1.754114e+01 9.518767e+00 1.987123e+01 2.537359e+01 2.914738e+01 2.469655e+01 2.769322e+01
2.613467e+01 1.707141e+01 2.183947e+01 2.749130e+01 2.711620e+01 3.820939e+01 2.990509e+01 1.732591e+01 2.443026e+01 2.502198e+01 2.252286e+01 2.357452e+01 2.388825e+01 1.750767e+01 9.516627e+00 1.982457e+01 2.523340e+01 2.901653e+01 2.448999e+01 2.739470e+01
2.619351e+01 1.711780e+01 2.187233e+01 2.753363e+01 2.732241e+01 3.818082e+01 2.992720e+01 1.721724e+01 2.437251e+01 2.503934e+01 2.260300e+01 2.346116e+01 2.388115e+01 1.751686e+01 9.516510e+00 1.984801e+01 2.530590e+01 2.902257e+01 2.449779e+01 2.737517e+01
2.615491e+01 1.698222e+01 2.166836e+01 2.740481e+01 2.727700e+01 3.833269e+01 2.972978e+01 1.703851e+01 2.420343e+01 2.491055e+01 2.237956e+01 2.345315e+01 2.392997e+01 1.753129e+01 9.517636e+00 1.985590e+01 2.523787e+01 2.890243e+01 2.442242e+01 2.733507e+01
2.616546e+01 1.701438e+01 2.160917e+01 2.728589e+01 2.717585e+01 3.814014e+01 2.996749e+01 1.713465e+01 2.415722e+01 2.490485e+01 2.230044e+01 2.353244e+01 2.402487e+01 1.752067e+01 9.517048e+00 1.984812e+01 2.531976e+01 2.885484e+01 2.446072e+01 2.706500e+01
2.598855e+01 1.688247e+01 2.090601e+01 2.633809e+01 2.715500e+01 3.797409e+01 2.932408e+01 1.708178e+01 2.394425e+01 2.473054e+01 2.220668e+01 2.327866e+01 2.359862e+01 1.750007e+01 9.513552e+00 1.983279e+01 2.510553e+01 2.846531e+01 2.404526e+01 2.674591e+01
2.618155e+01 1.630472e+01 2.172542e+01 2.719667e+01 2.592334e+01 3.792313e+01 2.946833e+01 1.731612e+01 2.431847e+01 2.507015e+01 2.254343e+01 2.338790e+01 2.367234e+01 1.753583e+01 9.517645e+00 1.986331e+01 2.448702e+01 2.890163e+01 2.436313e+01 2.735883e+01
2.584835e+01 1.655494e+01 2.061905e+01 2.607300e+01 2.642100e+01 3.744609e+01 2.898609e+01 1.674887e+01 2.355550e+01 2.450956e+01 2.190555e+01 2.298671e+01 2.328149e+01 1.751963e+01 9.513714e+00 1.981185e+01 2.460128e+01 2.818739e+01 2.404867e+01 2.677990e+01
2.560666e+01 1.632167e+01 2.132493e+01 2.666765e+01 2.550252e+01 3.690575e+01 2.863918e+01 1.651299e+01 2.389063e+01 2.429134e+01 2.191576e+01 2.303223e+01 2.330571e+01 1.748370e+01 9.513519e+00 1.979169e+01 2.458632e+01 2.797036e+01 2.394227e+01 2.660801e+01
2.558758e+01 1.648005e+01 2.075063e+01 2.592179e+01 2.658422e+01 3.736150e+01 2.869709e+01 1.681379e+01 2.364824e+01 2.445051e+01 2.187859e+01 2.291457e+01 2.337974e+01 1.752141e+01 9.513131e+00 1.982077e+01 2.481716e+01 2.808779e+01 2.393736e+01 2.624771e+01
